State,year,adult_pop,ins_employer,ins_direct,ins_medicare,ins_medicaid,uninsured,expand_ever,expand_year,expand
Ohio,2017,6855594.0,4206315.0,437031.0,115179.0,990687.0,551771.0,True,2014.0,True
Oklahoma,2017,2248268.0,1205788.0,182645.0,45291.0,126677.0,459030.0,True,2014.0,True
Oregon,2017,2477138.0,1372027.0,233604.0,27178.0,375378.0,245261.0,True,2014.0,True
Pennsylvania,2017,7570498.0,4752790.0,606679.0,132486.0,895028.0,557577.0,True,2014.0,True
Rhode Island,2017,650045.0,383148.0,57178.0,6919.0,103241.0,43023.0,True,2014.0,True
South Carolina,2017,2910554.0,1561491.0,248966.0,57915.0,237894.0,478090.0,False,,False
South Dakota,2017,491664.0,295325.0,55542.0,5076.0,22409.0,63015.0,True,2014.0,True
Tennessee,2017,3970871.0,2216826.0,315994.0,69431.0,390837.0,554489.0,False,,False
Texas,2017,16685368.0,9054247.0,1307581.0,189615.0,857236.0,3919977.0,False,,False
Utah,2017,1773582.0,1155274.0,201533.0,13077.0,70935.0,207440.0,True,2014.0,True
Vermont,2017,376724.0,209390.0,32209.0,5022.0,66885.0,25640.0,True,2014.0,True
Virginia,2017,5029841.0,3002022.0,457411.0,68724.0,230583.0,616098.0,True,2014.0,True
Washington,2017,4461995.0,2651429.0,361258.0,43710.0,563032.0,392436.0,True,2014.0,True
West Virginia,2017,1045864.0,552237.0,52362.0,26241.0,203663.0,97825.0,True,2014.0,True
Wisconsin,2017,3434358.0,2277890.0,275942.0,31458.0,313205.0,253109.0,False,,False
Wyoming,2017,334831.0,194847.0,30974.0,3648.0,16256.0,55589.0,False,,False
Alabama,2018,2835053.0,1578082.0,212067.0,60739.0,198032.0,438189.0,,2014.0,True
Alaska,2018,434047.0,211731.0,19505.0,2575.0,58905.0,71317.0,True,2014.0,True
Arizona,2018,4071893.0,2159766.0,288110.0,49408.0,594583.0,594104.0,True,2014.0,True
Arkansas,2018,1722857.0,888711.0,135234.0,42023.0,248689.0,207235.0,True,2014.0,True
California,2018,23975809.0,13027417.0,2264296.0,206739.0,4283462.0,2468117.0,True,2014.0,True
Colorado,2018,3465417.0,2045066.0,315072.0,29291.0,399303.0,352842.0,True,2014.0,True
Connecticut,2018,2142660.0,1342776.0,165979.0,23177.0,299964.0,162746.0,True,2014.0,True
Delaware,2018,560194.0,335968.0,35720.0,9057.0,78483.0,45257.0,True,2014.0,True
Florida,2018,12216233.0,6072856.0,1621104.0,179324.0,899060.0,2338615.0,False,,False
Georgia,2018,6238581.0,3513076.0,476407.0,85749.0,346538.0,1181480.0,False,,False
Hawaii,2018,792376.0,487406.0,48526.0,6115.0,86083.0,46448.0,True,2014.0,True
Idaho,2018,987771.0,547149.0,116729.0,9953.0,46371.0,163093.0,True,2014.0,True
Illinois,2018,7610628.0,4790594.0,577779.0,81978.0,905121.0,754754.0,True,2014.0,True
Indiana,2018,3916240.0,2455494.0,255141.0,56632.0,380091.0,429704.0,True,2014.0,True
Iowa,2018,1816562.0,1176021.0,138234.0,12384.0,194024.0,124812.0,True,2014.0,True
Kansas,2018,1664412.0,1039817.0,135757.0,19481.0,77340.0,210169.0,False,,False
Kentucky,2018,2612594.0,1441709.0,145830.0,60130.0,474902.0,205249.0,True,2014.0,True
Louisiana,2018,2696699.0,1357481.0,192566.0,52520.0,478090.0,319734.0,True,2014.0,True
Maine,2018,791558.0,457750.0,74867.0,9272.0,67096.0,91304.0,True,2014.0,True
Maryland,2018,3614811.0,2262735.0,258532.0,37666.0,399065.0,301999.0,True,2014.0,True
Massachusetts,2018,4256789.0,2689083.0,337243.0,22943.0,672266.0,167178.0,True,2014.0,True
Michigan,2018,5912762.0,3562200.0,425710.0,74694.0,867414.0,451451.0,True,2014.0,True
Minnesota,2018,3319098.0,2207014.0,249736.0,28132.0,394588.0,196375.0,True,2014.0,True
Mississippi,2018,1702571.0,897335.0,118140.0,34612.0,138984.0,317522.0,False,,False
Missouri,2018,3563548.0,2196830.0,283842.0,67808.0,212330.0,478561.0,True,2014.0,True
Montana,2018,607555.0,320281.0,67041.0,7508.0,73885.0,70329.0,True,2014.0,True
Nebraska,2018,1106720.0,697178.0,107393.0,9610.0,49053.0,130456.0,True,2014.0,True
Nevada,2018,1805979.0,1011035.0,129176.0,22505.0,202184.0,272178.0,True,2014.0,True
New Hampshire,2018,822707.0,553486.0,56782.0,15093.0,64943.0,68927.0,True,2014.0,True
New Jersey,2018,5344092.0,3504133.0,377949.0,57896.0,526938.0,561302.0,True,2014.0,True
New Mexico,2018,1186832.0,524482.0,69173.0,18081.0,263219.0,166014.0,True,2014.0,True
New York,2018,11879398.0,6853153.0,884525.0,110008.0,2110845.0,910537.0,True,2014.0,True
North Carolina,2018,6088356.0,3401557.0,549744.0,95175.0,418276.0,952993.0,True,2014.0,True
North Dakota,2018,447813.0,282173.0,49603.0,3819.0,25774.0,42314.0,True,2014.0,True
Ohio,2018,6840199.0,4206209.0,415851.0,104950.0,959890.0,602244.0,True,2014.0,True
Oklahoma,2018,2249488.0,1204239.0,178785.0,43523.0,133328.0,460776.0,True,2014.0,True
Oregon,2018,2498361.0,1411742.0,219168.0,27348.0,355102.0,256028.0,True,2014.0,True
Pennsylvania,2018,7529481.0,4740770.0,571123.0,87113.0,914950.0,567311.0,True,2014.0,True
Rhode Island,2018,646561.0,395821.0,46941.0,6313.0,99523.0,37030.0,True,2014.0,True
South Carolina,2018,2931158.0,1593637.0,247005.0,53362.0,237958.0,464442.0,False,,False
South Dakota,2018,499538.0,290753.0,55685.0,5862.0,22137.0,70847.0,True,2014.0,True
Tennessee,2018,3992463.0,2208082.0,306592.0,73904.0,381393.0,587202.0,False,,False
Texas,2018,16903213.0,9130816.0,1312365.0,178035.0,856686.0,4062007.0,False,,False
Utah,2018,1805828.0,1169507.0,198686.0,12059.0,74082.0,219616.0,True,2014.0,True
Vermont,2018,374662.0,226044.0,31380.0,4546.0,57624.0,21885.0,True,2014.0,True
Virginia,2018,5016132.0,3024936.0,416069.0,75487.0,242703.0,615925.0,True,2014.0,True
Washington,2018,4528688.0,2735572.0,330721.0,42228.0,549837.0,423560.0,True,2014.0,True
West Virginia,2018,1036946.0,559629.0,47752.0,30698.0,186639.0,99570.0,True,2014.0,True
Wisconsin,2018,3429012.0,2279871.0,270313.0,34200.0,311257.0,259429.0,False,,False
Wyoming,2018,330764.0,203139.0,29655.0,3464.0,12579.0,49028.0,False,,False
